Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
2024-12-05 13:00:00,2024-12-05 13:13:00,NIFTY05DEC2424500PE,80.35,80.35,-25,Closed,0.0,stoploss hit
2024-12-06 13:00:00,2024-12-06 15:00:00,NIFTY12DEC2424800CE,153.8,131.15,-25,Closed,566.2500000000001,Exit @ 3pm
2024-12-06 13:00:00,2024-12-06 15:00:00,NIFTY12DEC2424600PE,132.55,146.35,-25,Closed,-344.99999999999955,Exit @ 3pm
2024-12-09 13:00:00,2024-12-09 15:00:00,NIFTY12DEC2424700CE,125.75,110.35,-25,Closed,385.0000000000001,Exit @ 3pm
2024-12-09 13:00:00,2024-12-09 15:00:00,NIFTY12DEC2424500PE,89.75,93.65,-25,Closed,-97.50000000000014,Exit @ 3pm
2024-12-10 13:00:00,2024-12-10 15:00:00,NIFTY12DEC2424700CE,66.3,72.05,-25,Closed,-143.75,Exit @ 3pm
2024-12-10 13:00:00,2024-12-10 15:00:00,NIFTY12DEC2424500PE,104.9,79.0,-25,Closed,647.5000000000001,Exit @ 3pm
2024-12-11 13:00:00,2024-12-11 15:00:00,NIFTY12DEC2424700CE,45.4,38.35,-25,Closed,176.24999999999994,Exit @ 3pm
2024-12-11 13:00:00,2024-12-11 15:00:00,NIFTY12DEC2424500PE,27.15,24.1,-25,Closed,76.24999999999993,Exit @ 3pm
2024-12-12 13:00:00,2024-12-12 13:07:00,NIFTY12DEC2424700CE,5.8,7.54,-25,Closed,-43.50000000000001,stoploss hit
2024-12-12 13:00:00,2024-12-12 13:07:00,NIFTY12DEC2424500PE,15.55,15.55,-25,Closed,0.0,stoploss hit
2024-12-13 13:00:00,2024-12-13 15:00:00,NIFTY19DEC2424800CE,124.7,119.65,-25,Closed,126.24999999999993,Exit @ 3pm
2024-12-13 13:00:00,2024-12-13 15:00:00,NIFTY19DEC2424600PE,142.9,93.95,-25,Closed,1223.75,Exit @ 3pm
2024-12-16 13:00:00,2024-12-16 15:00:00,NIFTY19DEC2424700CE,153.15,157.95,-25,Closed,-119.99999999999957,Exit @ 3pm
2024-12-16 13:00:00,2024-12-16 15:00:00,NIFTY19DEC2424500PE,102.5,73.0,-25,Closed,737.5,Exit @ 3pm
2024-12-17 13:00:00,2024-12-17 15:00:00,NIFTY19DEC2424500CE,109.05,69.9,-25,Closed,978.7499999999998,Exit @ 3pm
2024-12-17 13:00:00,2024-12-17 13:16:00,NIFTY19DEC2424300PE,74.55,96.915,-25,Closed,-559.1250000000002,stoploss hit
2024-12-18 13:00:00,2024-12-18 13:07:00,NIFTY19DEC2424300CE,46.9,60.97,-25,Closed,-351.75,stoploss hit
2024-12-18 13:00:00,2024-12-18 13:51:00,NIFTY19DEC2424100PE,49.0,49.0,-25,Closed,0.0,stoploss hit
2024-12-19 13:00:00,2024-12-19 15:00:00,NIFTY19DEC2424100CE,7.7,0.7,-25,Closed,175.0,Exit @ 3pm
2024-12-19 13:00:00,2024-12-19 13:19:00,NIFTY19DEC2423900PE,6.9,8.97,-25,Closed,-51.75000000000001,stoploss hit
2024-12-20 13:00:00,2024-12-20 15:00:00,NIFTY26DEC2423900CE,135.0,84.25,-25,Closed,1268.75,Exit @ 3pm
2024-12-20 13:00:00,2024-12-20 14:12:00,NIFTY26DEC2423700PE,140.65,182.84500000000003,-25,Closed,-1054.8750000000005,stoploss hit
2024-12-23 13:00:00,2024-12-23 14:19:00,NIFTY26DEC2423800CE,66.5,86.45,-25,Closed,-498.75000000000006,stoploss hit
2024-12-23 13:00:00,2024-12-23 15:00:00,NIFTY26DEC2423600PE,69.15,41.45,-25,Closed,692.5000000000001,Exit @ 3pm
2024-12-24 13:00:00,2024-12-24 15:00:00,NIFTY26DEC2423900CE,37.1,23.8,-25,Closed,332.5,Exit @ 3pm
2024-12-24 13:00:00,2024-12-24 13:42:00,NIFTY26DEC2423700PE,33.15,43.095,-25,Closed,-248.625,stoploss hit
2024-12-26 13:00:00,2024-12-26 13:34:00,NIFTY26DEC2423800CE,5.75,7.4750000000000005,-25,Closed,-43.125000000000014,stoploss hit
2024-12-26 13:00:00,2024-12-26 13:34:00,NIFTY26DEC2423600PE,3.0,3.0,-25,Closed,0.0,stoploss hit
2024-12-27 13:00:00,2024-12-27 15:00:00,NIFTY02JAN2523900CE,138.2,119.4,-25,Closed,469.99999999999955,Exit @ 3pm
2024-12-27 13:00:00,2024-12-27 15:00:00,NIFTY02JAN2523700PE,82.65,80.85,-25,Closed,45.000000000000284,Exit @ 3pm
2024-12-30 13:00:00,2024-12-30 15:00:00,NIFTY02JAN2523900CE,96.1,57.9,-25,Closed,954.9999999999999,Exit @ 3pm
2024-12-30 13:00:00,2024-12-30 13:31:00,NIFTY02JAN2523700PE,95.15,123.69500000000001,-25,Closed,-713.625,stoploss hit
2024-12-31 13:00:00,2024-12-31 13:39:00,NIFTY02JAN2523700CE,96.85,125.905,-25,Closed,-726.3750000000002,stoploss hit
2024-12-31 13:00:00,2024-12-31 15:00:00,NIFTY02JAN2523500PE,91.95,67.15,-25,Closed,619.9999999999999,Exit @ 3pm
